"""protein""","""pathwayCount"""
"""Q02750""",50
"""P27540""",12
"""O60925""",5
"""P15260""",5
"""O60259""",3
"""P40855""",3
"""Q969T4""",8
"""P16118""",7
"""Q9UGF6""",5
"""Q9NZB8""",4
"""Q6UWW8""",7
"""P25024""",11
"""Q6IPM2""",4
"""Q04864""",5
"""P08519""",4
"""Q9Y4L1""",3
"""P46459""",20
"""P57053""",62
"""Q9UDR5""",4
"""Q9H2J7""",6
"""P28289""",2
"""P54619""",18
"""Q14088""",7
"""Q9BYV8""",16
"""P48729""",12
"""Q9NRA2""",10
"""P55287""",4
"""P56703""",7
"""P49589""",4
"""Q8IZH2""",6
"""P09769""",6
"""Q04759""",26
"""Q9NYV8""",6
"""Q9NP91""",6
"""P36959""",4
"""Q9NVI1""",2
"""P21462""",11
"""Q9Y2R5""",6
"""Q9Y2T6""",6
"""Q14457""",6
"""Q9UIR0""",3
"""Q68CQ4""",4
"""O43157""",10
"""Q96KK5""",11
"""Q6P1L6""",3
"""O14924""",4
"""P23258""",16
"""P11473""",8
"""P41091""",13
"""Q9BQ16""",3
"""P06312""",23
"""P51797""",7
"""O75888""",7
"""P13056""",4
"""P35913""",11
"""P13929""",5
"""P40933""",5
"""O75582""",37
"""Q96P44""",4
"""Q96P65""",8
"""Q86WU2""",2
"""Q9H3R0""",8
"""Q96A83""",6
"""Q86WT6""",4
"""Q15021""",5
"""Q86WG5""",9
"""O95221""",5
"""P40126""",3
"""Q99435""",4
"""Q8IWV2""",3
"""Q8IXL6""",4
"""Q96PE6""",3
"""O95407""",4
"""Q9UMR5""",4
"""Q4FZB7""",3
"""Q9H8H0""",4
"""Q9H3H5""",4
"""O75477""",6
"""Q8N8J6""",3
"""O75342""",5
"""Q15717""",6
"""Q8WVE0""",3
"""Q9Y6Q5""",16
"""O43361""",3
"""Q8WX92""",25
"""Q9H2F5""",7
"""Q5NV61""",20
"""Q9NY91""",3
"""P04432""",23
"""Q6QNY0""",5
"""P10316""",7
"""Q9H7R5""",3
"""O15212""",5
"""Q07812""",11
"""P20701""",9
"""O15181""",3
"""Q9Y3R4""",10
"""P68104""",13
"""Q6P499""",2
"""Q8NI32""",3
"""P10826""",7
"""P04141""",14
"""Q8TDQ1""",3
"""P15056""",40
"""Q9BYC5""",6
"""Q9BXB1""",4
"""Q92685""",4
"""Q86TJ5""",3
"""Q6PI48""",4
"""P30461""",7
"""P04000""",9
"""Q96DU7""",3
"""Q8NBP7""",9
"""P59827""",3
"""O60931""",4
"""Q96AH0""",3
"""Q9NPB9""",6
"""Q9NP79""",9
"""Q13510""",7
"""Q76N89""",4
"""Q96RQ9""",4
"""P0CG29""",4
"""Q9BV94""",6
"""Q86Y34""",3
"""Q8TD16""",5
"""P40225""",3
"""Q86WQ0""",4
"""P05556""",33
"""Q96I36""",9
"""P17035""",3
"""P15941""",9
"""Q9ULQ1""",3
"""Q9HD26""",4
"""Q9UM21""",8
"""P14415""",9
"""Q969V5""",4
"""Q8IX30""",2
"""O95944""",5
"""O00161""",11
"""Q8NGP2""",5
"""P08686""",10
"""Q9Y278""",5
"""Q8WXF3""",9
"""Q13405""",6
"""Q7L5N7""",5
"""P84243""",49
"""O96007""",4
"""P60484""",23
"""P48048""",4
"""Q86X29""",5
"""Q2T9J0""",3
"""Q8IV53""",4
"""P82675""",6
"""P25705""",9
"""Q14145""",9
"""Q8NER5""",6
"""Q9UKP6""",7
"""P20800""",7
"""P01880""",5
"""Q9NRM7""",2
"""Q8N6U8""",3
"""Q92908""",4
"""Q8WVN8""",8
"""Q8NHY0""",3
"""P10124""",4
"""Q9NYM9""",10
"""P50454""",3
"""Q9NYB9""",11
"""P00915""",6
"""P20809""",5
"""P01889""",9
"""Q9NUT2""",3
"""Q9UPP1""",8
"""O60343""",3
"""P14780""",12
"""Q9UIG0""",8
"""Q5T9L3""",3
"""A1IGU5""",10
"""P35232""",14
"""Q8TER5""",10
"""Q9UI10""",5
"""O75093""",7
"""P41002""",7
"""Q96CW9""",3
"""Q8TDN4""",2
"""Q02297""",28
"""P04899""",30
"""Q969N2""",4
"""Q6ZRH7""",3
"""Q8TD84""",4
"""Q5TA79""",3
"""P63162""",4
"""P06213""",11
"""P08603""",4
"""Q9UMF0""",5
"""O43739""",4
"""Q9HCX4""",14
"""Q14973""",5
"""O75462""",5
"""Q13618""",17
"""D6RBQ6""",4
"""Q96NS5""",7
"""Q15723""",5
"""Q99456""",2
"""Q14832""",6
"""P23528""",18
"""Q96FS4""",3
"""Q8IW52""",3
"""Q96B49""",4
"""Q15878""",6
"""Q02078""",32
"""Q6ZNE5""",2
"""P11488""",16
"""Q9ULZ9""",3
"""O14633""",3
"""Q9Y6H6""",4
"""Q9NS61""",3
"""Q9BZF1""",5
"""P56817""",2
"""Q8N726""",26
"""Q9BRQ0""",4
"""Q92997""",12
"""Q92670""",3
"""Q86TI0""",3
"""P32971""",4
"""P30086""",14
"""Q9NWU5""",6
"""P43116""",8
"""Q9NX65""",3
"""P20908""",4
"""Q9NP70""",4
"""B4DX44""",3
"""P46060""",24
"""Q96T55""",7
"""P41221""",18
"""Q96RF0""",3
"""P04156""",4
"""P53350""",45
"""Q9BWV1""",7
"""Q9UBF2""",11
"""Q676U5""",2
"""Q9BXA5""",6
"""A6NCV1""",5
"""Q9BR09""",3
"""Q96AJ1""",3
"""Q684P5""",3
"""P78545""",4
"""P42126""",5
"""P05067""",53
"""P63261""",13
"""Q9HCE1""",24
"""Q12967""",7
"""Q9H5J4""",5
"""Q9GZP0""",3
"""Q6VVX0""",8
"""Q9BW19""",8
"""P53365""",4
"""P35226""",22
"""Q8N9I0""",12
"""Q08495""",2
"""P54802""",5
"""P29992""",16
"""Q709F0""",4
"""Q9BUB4""",3
"""Q16661""",2
"""Q96R09""",5
"""Q96H22""",19
"""Q05932""",4
"""Q9HD47""",3
"""Q9HCS7""",10
"""Q9HCF6""",4
"""Q96A56""",6
"""P57740""",69
"""Q8NGR3""",5
"""P47985""",4
"""Q8NGE2""",5
"""P48741""",4
"""O00155""",4
"""Q8WXH4""",7
"""P47871""",11
"""P78380""",5
"""O60760""",8
"""Q9GZP9""",18
"""Q9H4I9""",3
"""P48735""",7
"""P31040""",6
"""Q8N6T3""",12
"""Q9P232""",3
"""O14561""",10
"""P49454""",16
"""Q01740""",4
"""Q14139""",4
"""P10415""",11
"""Q9NYW4""",6
"""Q9NYB0""",4
"""Q8N138""",7
"""P10301""",12
"""Q9Y5U8""",4
"""Q9NYA4""",11
"""Q53HL2""",16
"""O15305""",6
"""Q9NY64""",7
"""Q9NQV7""",7
"""Q9NR77""",3
"""Q9P0G3""",3
"""Q9P127""",9
"""Q8TF20""",3
"""A6NMB1""",3
"""P04921""",2
"""Q96N67""",2
"""P23945""",7
"""A5PLK6""",6
"""P04234""",14
"""Q6EIG7""",4
"""Q96EU6""",4
"""P18124""",19
"""Q13114""",19
"""P43694""",2
"""Q9BYK8""",5
"""Q92664""",5
"""Q8IZU3""",4
"""P04114""",42
"""P50990""",16
"""Q12874""",4
"""Q6IFG1""",5
"""Q13630""",6
"""P27144""",3
"""P21549""",5
"""Q9Y3A2""",4
"""Q96K76""",4
"""Q9H8S9""",2
"""Q9Y2U2""",7
"""Q99747""",14
"""Q9BWP8""",9
"""Q9Y2J2""",3
"""Q99627""",13
"""Q8WTQ7""",7
"""O75159""",7
"""Q13009""",19
"""P00750""",5
"""Q15389""",7
"""Q6A162""",2
"""O00254""",10
"""O14810""",9
"""Q12769""",69
"""Q9Y6R1""",4
"""Q13519""",7
"""Q9Y257""",7
"""Q8WXD2""",8
"""Q6P6C2""",3
"""Q6P988""",8
"""Q13488""",12
"""Q8N9R8""",4
"""O00764""",7
"""O14654""",5
"""P11182""",4
"""Q9NZL3""",3
"""Q9NZV7""",3
"""Q9NQ90""",3
"""Q9P0J0""",5
"""Q9BT81""",4
"""Q9NS82""",7
"""Q9NZ42""",24
"""Q6UXB3""",3
"""P11233""",10
"""O60733""",12
"""Q9Y5Q6""",8
"""Q8N6H7""",11
"""O43448""",3
"""Q9BYD1""",6
"""Q8WWI1""",7
"""P09172""",4
"""P15248""",5
"""A6NMS3""",5
"""Q9NWW6""",4
"""Q8TAE8""",6
"""Q9BZK7""",17
"""P05187""",4
"""Q96FT9""",3
"""Q8NE09""",4
"""P06899""",71
"""Q5EBL8""",14
"""P09874""",26
"""Q9H841""",2
"""P50406""",8
"""P33897""",11
"""Q9Y575""",7
"""A0FGR9""",4
"""Q30201""",3
"""P24592""",2
"""O75051""",7
"""Q07011""",4
"""Q15120""",8
"""Q86SJ6""",3
"""Q99705""",12
"""Q8TEB7""",5
"""Q14442""",4
"""Q16832""",2
"""Q9UQ05""",3
"""P26196""",3
"""P07358""",5
"""P28472""",5
"""Q9UPN9""",8
"""Q9UP95""",4
"""O94777""",8
"""P48060""",3
"""Q15822""",9
"""O75747""",6
"""P00156""",4
"""P67936""",3
"""P54136""",8
"""O60271""",3
"""P20592""",5
"""Q8N264""",3
"""P01562""",5
"""P03973""",3
"""Q8NGG3""",5
"""Q6ZP29""",2
"""O43511""",4
"""O14732""",3
"""P13671""",5
"""Q8NGF7""",5
"""Q9HB96""",2
"""Q6UWN0""",3
"""P59536""",6
"""P00738""",6
"""O60832""",9
"""Q06546""",3
"""O60826""",3
"""O75390""",6
"""Q8N159""",4
"""O43526""",7
"""P30872""",7
"""Q86UK0""",3
"""P41595""",8
"""Q8NDG6""",3
"""Q96M32""",3
"""Q9NRD8""",4
"""Q9TNN7""",7
"""P42345""",34
"""P27930""",5
"""Q9BTW9""",3
"""Q9BU89""",4
"""Q8IVB4""",4
"""P08240""",3
"""P06702""",7
"""P14316""",2
"""Q9NPJ3""",4
"""Q9UKF2""",3
"""Q7Z6J4""",10
"""Q9P013""",4
"""O43916""",5
"""Q68DD2""",10
"""Q00765""",5
"""P60880""",22
"""O75150""",4
"""Q96L33""",3
"""P22466""",7
"""P34059""",3
"""O76014""",2
"""P55854""",16
"""Q96KQ7""",20
"""P45985""",36
"""P82930""",6
"""Q32M78""",3
"""O00566""",4
"""Q9Y3B7""",6
"""P52594""",4
"""Q9Y2V7""",11
"""Q9Y2I6""",16
"""Q16775""",4
"""Q8WUY9""",3
"""Q8IYV9""",3
"""P55089""",4
"""Q16769""",3
"""P18669""",8
"""Q8IYI8""",3
"""O14966""",3
"""P17029""",3
"""P19419""",29
"""Q9NSY2""",5
"""Q8NGN1""",5
"""Q8NGX5""",5
"""Q9NSA1""",3
"""Q9NUW8""",3
"""Q9NV88""",3
"""O60244""",5
"""P15374""",7
"""D6RA61""",4
"""Q71UI9""",48
"""P21810""",10
"""O60238""",6
"""Q01167""",4
"""Q6FI81""",2
"""Q86W42""",9
"""Q8TB24""",4
"""Q9NZK7""",10
"""P24394""",4
"""Q86VH2""",8
"""Q9NSD7""",8
"""A8K4G0""",5
"""P13473""",7
"""P43308""",3
"""P78368""",8
"""Q9NRK6""",3
"""P12004""",58
"""P00519""",36
"""A1L4H1""",3
"""Q9UKZ1""",9
"""Q9H160""",7
"""P14384""",3
"""P35523""",3
"""Q00978""",4
"""Q9UL01""",5
"""Q6XYQ8""",3
"""P36383""",3
"""Q9H346""",5
"""Q9H040""",4
"""Q8TAG9""",4
"""Q8WWZ3""",4
"""Q9Y5R2""",3
"""O95803""",5
"""Q5NV82""",20
"""Q4KWH8""",3
"""Q6ZS11""",4
"""Q16478""",6
"""Q6PIL0""",23
"""Q96EH5""",19
"""P19623""",3
"""P26373""",19
"""P07478""",10
"""P37288""",8
"""P27918""",7
"""Q9Y4B6""",4
"""Q4LE39""",7
"""Q99726""",6
"""Q16853""",3
"""Q8N441""",5
"""Q13098""",13
"""Q70J99""",3
"""P59542""",6
"""P0C7T3""",5
"""P01583""",6
"""O60337""",6
"""Q8NGS8""",5
"""Q8NH48""",5
"""Q8NGH8""",5
"""O14939""",10
"""Q5T084""",3
"""P07988""",2
"""P42330""",22
"""Q02978""",4
"""Q8TB92""",4
"""Q969X6""",4
"""P30050""",19
"""Q8IWT1""",7
"""O00182""",4
"""P51677""",8
"""Q96MK3""",4
"""P21918""",8
"""Q13426""",15
"""P0C628""",5
"""Q9H3S5""",4
"""Q02505""",9
"""Q9BYB0""",6
"""O95050""",4
"""Q86U44""",2
"""Q96E52""",3
"""Q14166""",3
"""Q8IU60""",7
"""P05166""",8
"""Q8IU54""",5
"""Q06495""",7
"""O00743""",8
"""Q9H1K4""",4
"""P09661""",4
"""Q12931""",4
"""Q05707""",6
"""Q9UK17""",6
"""Q8WX39""",4
"""A4GXA9""",8
"""P48444""",11
"""Q14676""",17
"""Q9H814""",6
"""O94855""",14
"""Q8WWG9""",4
"""P20020""",10
"""O95059""",3
"""O75165""",3
"""Q14541""",4
"""P49190""",6
"""Q16760""",7
"""Q9UBP6""",3
"""Q7L0Y3""",3
"""Q99819""",3
"""P01286""",7
"""P49184""",3
"""O00587""",4
"""Q8NAT1""",3
"""Q8NHP1""",3
"""O15020""",17
"""Q4KMQ2""",6
"""Q9BYN8""",6
"""P14174""",5
"""Q96RQ3""",6
"""O94864""",3
"""Q9BYC8""",6
"""Q01524""",5
"""Q96RD2""",5
"""Q13794""",6
"""Q9UBE0""",6
"""Q13003""",7
"""Q8IZ52""",5
"""Q01518""",11
"""O75339""",3
"""P23219""",8
"""Q86SQ7""",16
"""Q2NKX8""",16
"""P82933""",6
"""P61018""",6
"""Q9UGP4""",5
"""P32239""",8
"""P09544""",6
"""Q96PH6""",5
"""Q06945""",4
"""P51149""",11
"""Q12829""",3
"""O94759""",7
"""Q9UHM6""",7
"""P18564""",5
"""P17038""",3
"""O95292""",4
"""Q9Y2P7""",3
"""Q8IXH7""",25
"""Q16829""",35
"""P11362""",43
"""Q9HC98""",7
"""Q9HBX8""",4
"""Q92496""",4
"""P81277""",5
"""Q8NGC4""",5
"""Q8NGZ9""",5
"""P48723""",4
"""Q8NG84""",5
"""O60934""",31
"""Q9P1Q0""",4
"""Q2UY09""",4
"""C9JPN9""",4
"""Q9P2N2""",3
"""Q9BZX2""",4
"""Q96MS0""",5
"""Q8N126""",5
"""O14543""",22
"""Q6AZW8""",3
"""P30968""",7
"""Q8TD19""",7
"""Q96P26""",4
"""Q86UR1""",4
"""Q9BRK0""",5
"""P50613""",62
"""Q9NQU5""",4
"""Q6ZMP0""",4
"""Q8NEV9""",5
"""P02794""",12
"""Q9P0Z9""",6
"""P37802""",4
"""Q9BZC7""",3
"""Q13216""",9
"""P23246""",4
"""P02788""",10
"""Q96SD1""",3
"""O75912""",7
"""Q96LR5""",4
"""Q9BXT2""",4
"""O76002""",5
"""O00482""",4
"""Q96DR4""",5
"""Q5XUX0""",7
"""Q9UL19""",5
"""O00533""",4
"""Q53GD3""",8
"""Q9UHP3""",4
"""Q68DY9""",3
"""Q8WUG5""",2
"""Q96K58""",3
"""Q13606""",5
"""O15091""",3
"""P48426""",18
"""Q8TDN7""",4
"""Q12907""",9
"""Q6P9A1""",3
"""P40306""",6
"""P49286""",6
"""Q99615""",4
"""C9JR72""",7
"""O95391""",9
"""P55056""",6
"""O14933""",17
"""Q15185""",18
"""Q02045""",2
"""Q8IXE1""",5
"""P59551""",6
"""P58004""",5
"""Q9NVK5""",6
"""Q06732""",3
"""Q8NH83""",5
"""O60841""",5
"""Q9GZX6""",4
"""P00918""",6
"""Q8NHB7""",5
"""Q8NGL3""",5
"""O43541""",3
"""O60346""",4
"""Q9Y239""",33
"""P21912""",6
"""Q8N339""",3
"""Q8TBE1""",9
"""Q9NZU5""",2
"""Q70EL2""",4
"""Q9NZJ5""",3
"""O15496""",10
"""Q8NGM8""",5
"""Q8NGB8""",5
"""P07550""",16
"""Q9C0C9""",4
"""P30926""",13
"""Q8NG78""",5
"""P11215""",9
"""Q9ULZ3""",10
"""P25105""",9
"""P78329""",12
"""Q8N729""",7
"""P16591""",3
"""Q13315""",46
"""Q96L21""",19
"""Q6TCH7""",5
"""O95239""",12
"""Q9BSA4""",3
"""Q14721""",3
"""Q9H1Y3""",7
"""Q92859""",5
"""P07451""",2
"""Q9UK32""",11
"""Q9UQP3""",2
"""P43088""",8
"""Q9UQC2""",25
"""Q12955""",12
"""Q9H0T7""",3
"""Q9UBQ5""",11
"""Q13018""",10
"""Q7Z6E9""",4
"""P46108""",31
"""Q9H999""",5
"""Q6ZYL4""",48
"""Q8WTW3""",11
"""Q99683""",4
"""Q712K3""",8
"""Q8NGZ0""",5
"""Q8NH00""",5
"""Q8NGD0""",5
"""Q9Y266""",17
"""Q8NC26""",3
"""P83859""",8
"""Q14439""",4
"""O43805""",16
"""Q49AN0""",1
"""Q13569""",16
"""Q4G0N8""",3
"""Q8NGE5""",5
"""Q674X7""",3
"""Q8NH09""",5
"""Q9NRM1""",4
"""Q6Q788""",8
"""Q8TBN0""",4
"""P30479""",7
"""Q9NZQ3""",8
"""Q75T13""",4
"""Q3SXY8""",4
"""O60814""",71
"""P13725""",5
"""P51452""",30
"""Q6UXG3""",3
"""Q9BZM2""",10
"""Q5T753""",3
"""O43508""",4
"""Q9BZ72""",5
"""Q13191""",6
"""Q9BTV7""",2
"""Q03518""",6
"""P30047""",4
"""P56192""",8
"""Q9UL25""",7
"""P51161""",7
"""Q9NPH5""",3
"""Q00888""",2
"""Q9UJX4""",37
"""Q9NR71""",4
"""Q12913""",10
"""Q14643""",43
"""P42702""",5
"""Q9UBX3""",12
"""O95707""",3
"""P56706""",6
"""Q9H115""",14
"""P45973""",7
"""Q6P280""",3
"""Q6P3V2""",3
"""P51857""",8
"""Q8IU57""",5
"""P37198""",56
"""Q09472""",81
"""P82912""",6
"""O00548""",18
"""Q9Y365""",5
"""Q9Y230""",8
"""O60658""",4
"""P01763""",23
"""A0A0C4DH25""",23
"""Q08462""",34
"""Q8N3J5""",3
"""O60331""",17
"""Q5SRE5""",56
"""Q9Y224""",3
"""Q6P1X5""",19
"""Q8NHE4""",11
"""Q8NHZ8""",37
"""Q9BVA1""",9
"""Q8NGV7""",5
"""Q8NGX8""",5
"""Q86Y01""",4
"""P11413""",8
"""P13611""",14
"""P12081""",4
"""Q7RTX0""",6
"""Q00597""",2
"""O60907""",17
"""Q95IE3""",10
"""P34932""",4
"""Q92985""",18
"""Q14160""",5
"""P03928""",7
"""O43597""",14
"""Q03431""",6
"""O75330""",10
"""Q86UP0""",4
"""Q9HAQ2""",8
"""Q9HBG6""",6
"""P13647""",2
"""Q02747""",2
"""Q6ZTW0""",3
"""Q01196""",27
"""Q9HAP6""",10
"""Q6YHK3""",7
"""Q8IUQ0""",5
"""P34947""",5
"""O00257""",21
"""P28070""",6
"""Q9UER7""",7
"""Q96L42""",3
"""O95926""",4
"""Q9H334""",2
"""Q9H9P5""",4
"""P08476""",8
"""P29590""",18
"""Q8TEM1""",56
"""Q8WXD5""",3
"""Q96N28""",6
"""Q9UN79""",4
"""O95125""",3
"""Q9Y5P4""",4
"""Q14055""",16
"""Q6P5W5""",6
"""Q6NUN0""",6
"""Q13185""",9
"""P01160""",3
"""Q29960""",7
"""Q5NV64""",20
"""P81605""",3
"""O00767""",4
"""Q15596""",26
"""O00461""",4
"""P61024""",10
"""P18054""",13
"""O43301""",4
"""P45379""",2
"""Q13705""",7
"""Q9UKN8""",6
"""Q04726""",10
"""P27105""",6
"""Q05586""",20
"""Q9UJW8""",3
"""P53539""",4
"""Q9Y5Q9""",6
"""Q2VIQ3""",12
"""Q9Y2Q3""",6
"""Q99708""",23
"""Q8N4T8""",4
"""Q9NY25""",4
"""Q8N423""",5
"""O95484""",4
"""Q8NGQ1""",5
"""Q8NH21""",5
"""A6NCW0""",4
"""Q8TEB1""",3
"""Q9BPX3""",5
"""P30464""",7
"""P45880""",6
"""P13164""",3
"""O15085""",15
"""Q53FA7""",6
"""P85298""",3
"""Q5U5Q3""",4
"""Q9BV97""",3
"""P06315""",23
"""Q01113""",5
"""Q96A44""",7
"""Q5VZ89""",4
"""Q8TAV4""",3
"""O00170""",4
"""Q15003""",5
"""Q969L4""",8
"""Q9HB90""",15
"""P51659""",15
"""O43529""",6
"""Q9GZQ8""",9
"""Q9Y5S1""",4
"""Q9HAW4""",17
"""Q9UMN6""",8
"""P98198""",3
"""P29033""",8
"""P08575""",10
"""O75444""",6
"""Q9H427""",3
"""P16189""",7
"""P35573""",7
"""Q13398""",3
"""Q96MN2""",8
"""O75438""",5
"""P24844""",16
"""Q14814""",3
"""Q15018""",4
"""Q8N7P3""",4
"""P57764""",3
"""Q6ZVN8""",3
"""Q9UK05""",3
"""Q9Y4H2""",33
"""P00414""",9
"""Q99807""",4
"""Q9NPI1""",6
"""P10319""",7
"""P30542""",8
"""Q9NUJ1""",4
"""Q10472""",9
"""Q5SXM2""",7
"""A8K8V0""",3
"""O75762""",4
"""P08123""",7
"""Q11201""",14
"""Q96PR1""",3
"""Q8WTQ1""",5
"""Q86Y22""",7
"""O75147""",3
"""P04003""",4
"""A6NDL8""",5
"""O15553""",5
"""P51572""",4
"""P78527""",12
"""P62487""",60
"""Q969S2""",8
"""P14678""",14
"""P15923""",8
"""Q6VUC0""",6
"""Q8WYQ5""",3
"""P27708""",4
"""Q9H340""",5
"""Q9UNL4""",3
"""Q9GZN2""",8
"""Q13507""",14
"""P49682""",8
"""P15428""",11
"""O75351""",9
"""P36542""",7
"""Q13201""",4
"""Q3LXA3""",7
"""Q86VH5""",3
"""Q9GZM6""",5
"""Q08477""",11
"""P53041""",11
"""Q14061""",2
"""Q8IVJ1""",4
"""Q96HR9""",5
"""Q8WZA6""",5
"""Q8IVT5""",15
"""P35858""",2
"""Q16445""",5
"""Q16637""",3
"""P56202""",4
"""P58400""",3
"""P43166""",2
"""Q8NDX2""",4
"""Q07326""",4
"""Q9H2H9""",8
"""Q9Y4Z0""",6
"""Q9NR50""",5
"""Q9NRJ4""",3
"""Q9H208""",5
"""Q9P1P4""",7
"""Q8N6G5""",5
"""Q96LD8""",5
"""P18075""",3
"""P01040""",3
"""Q32M45""",3
"""P05181""",12
"""Q9NX74""",3
"""Q9NWA0""",2
"""P62701""",23
"""Q9NVU0""",9
"""Q8TAF7""",3
"""O15397""",3
"""Q9NP73""",4
"""Q9NY46""",7
"""P01877""",2
"""P01742""",23
"""Q68CZ6""",16
"""O43826""",4
"""Q9UBR1""",4
"""P32245""",7
"""Q9P109""",4
"""Q9BXD5""",6
"""Q92574""",15
"""P04216""",3
"""Q07020""",19
"""P43490""",5
"""O95500""",4
"""Q9BW60""",8
"""P19440""",10
"""Q99714""",6
"""Q9HD20""",3
"""P0CH99""",3
"""Q96J02""",25
"""P30536""",5
"""Q9UNQ2""",4
"""P19320""",5
"""O00476""",3
"""Q6YBV0""",8
"""O00341""",7
"""Q9UMX1""",7
"""Q9UP83""",11
"""Q9UIF7""",8
"""P08887""",11
"""P51530""",36
"""Q14940""",4
"""P28340""",41
"""Q9H3P2""",25
"""P0C7M7""",6
"""Q96A65""",4
"""P82663""",6
"""Q02846""",7
"""P18465""",7
"""Q96HY7""",3
"""P62955""",4
"""O14735""",5
"""Q9ULM2""",3
"""O15460""",3
"""Q9H313""",3
"""Q08945""",24
"""Q13309""",28
"""Q9Y6Z7""",6
"""Q9P121""",3
"""Q8WXB4""",3
"""A0PJK1""",3
"""Q6ZS82""",7
"""O00746""",3
"""Q14028""",12
"""Q9BRZ2""",4
"""O43390""",4
"""Q8NCE0""",3
"""P30740""",3
"""Q8ND04""",3
"""Q8NE86""",3
"""Q9UKG1""",4
"""Q5T5D7""",3
"""Q6NTF7""",4
"""Q9NQ66""",26
"""P16403""",10
"""O60403""",5
"""Q6NUN9""",3
"""P01148""",7
"""Q92673""",2
"""Q01638""",10
"""Q92481""",12
"""P49238""",8
"""Q6H3X3""",3
"""Q9NXA8""",3
"""Q9BXU7""",4
"""Q92667""",4
"""Q9BY67""",5
"""P30443""",7
"""Q9BXJ7""",8
"""P50993""",6
"""Q03113""",7
"""Q9BPU6""",4
"""P12273""",2
"""O43613""",8
"""P0C0S8""",11
"""Q9Y251""",8
"""P52597""",9
"""P52789""",4
"""O75828""",3
"""P60763""",6
"""Q86XR7""",15
"""Q15102""",5
"""O95302""",4
"""P17023""",3
"""Q6ZNG0""",3
"""Q14232""",5
"""P05538""",10
"""P61513""",19
"""P07949""",7
"""P17017""",3
"""Q8IY26""",4
"""P07814""",11
"""Q96BZ9""",10
"""Q8IX12""",4
"""Q969T7""",3
"""Q9UNX9""",7
"""P07148""",5
"""Q9H2H0""",4
"""Q8IWZ6""",4
"""Q9GZZ7""",9
"""Q8NGN4""",5
"""A8TX70""",12
"""Q8WXE1""",21
"""Q8N720""",3
"""P20382""",8
"""Q14247""",7
"""Q08357""",4
"""P49748""",6
"""Q8N5Z0""",5
"""P62877""",67
"""Q15788""",22
"""Q5T1C6""",25
"""P39687""",3
"""P19793""",28
"""P30953""",5
"""Q92871""",6
"""O15382""",3
"""P78356""",18
"""Q8NG99""",5
"""Q9NXR1""",28
"""Q6UWV6""",4
"""Q9NQI0""",3
"""Q9NRV9""",8
"""P13533""",2
"""P33121""",8
"""P53671""",11
"""Q00987""",42
"""Q9BXC0""",7
"""A8MTJ3""",26
"""Q9BZL6""",4
"""P14060""",7
"""P04222""",9
"""P16471""",3
"""Q3KP31""",3
"""P41250""",5
"""P43005""",7
"""Q5XPI4""",8
"""Q9UPY3""",4
"""P32926""",8
"""Q12841""",7
"""Q96R30""",5
"""P13236""",4
"""Q9BX95""",4
"""Q9BWX5""",2
"""Q9BXC9""",4
"""Q7Z434""",12
"""Q5SQ64""",4
"""P09622""",15
"""Q9BWM5""",3
"""Q6IF82""",5
"""Q14451""",13
"""Q7L1W4""",2
"""Q96BT7""",3
"""Q96C36""",3
"""Q96BR6""",3
"""Q9HC21""",4
"""P56696""",3
"""A6NDH6""",5
"""Q8TCU6""",10
"""P62280""",23
"""P51665""",9
"""P46531""",28
"""Q8NGF1""",5
"""P43250""",4
"""P08581""",32
"""Q9HCL2""",7
"""P78560""",6
"""P27797""",21
"""Q7Z449""",9
"""Q8WZ04""",5
"""P01571""",5
"""O75636""",7
"""O43520""",3
"""Q6ZUM4""",3
"""Q8NFF2""",4
"""Q8NEZ2""",12
"""Q5SGD2""",4
"""Q9HC77""",22
"""Q8NEM1""",3
"""Q7Z7E8""",4
"""P59539""",6
"""P13746""",7
"""A8K0R7""",3
"""Q93033""",4
"""O60721""",11
"""Q8N0U8""",4
"""Q5T6X5""",6
"""Q9NRH3""",9
"""Q92793""",56
"""Q5VV43""",4
"""Q15569""",4
"""P22460""",3
"""Q2Y0W8""",4
"""Q8NCQ5""",7
"""Q8ND25""",4
"""Q92979""",4
"""P05160""",3
"""Q92844""",11
"""P05154""",4
"""Q9BT78""",13
"""Q9NYR9""",28
"""O00560""",9
"""Q9NPJ6""",5
"""P24043""",9
"""Q9UK11""",3
"""Q9H8H3""",3
