"""protein""","""pathwayCount"""
"""Q9Y294""",5
"""Q9NWX6""",3
"""O15123""",3
"""Q29836""",7
"""P01717""",23
"""P40200""",3
"""Q8NG92""",5
"""Q76EJ3""",11
"""P68036""",9
"""Q86SG5""",4
"""Q9NZP0""",5
"""Q9BPW9""",9
"""Q8NGS3""",5
"""Q8NH43""",5
"""P11597""",5
"""P12821""",3
"""Q9C0I4""",4
"""Q96AX2""",6
"""Q9NUD9""",4
"""P98164""",16
"""P22732""",6
"""P34981""",7
"""Q13370""",18
"""P15291""",22
"""O43677""",5
"""Q9BU64""",19
"""P17706""",9
"""Q8WYA0""",3
"""Q02641""",11
"""A8MQ27""",17
"""Q96Q89""",8
"""O95294""",5
"""P62750""",19
"""Q14114""",12
"""P16035""",6
"""Q93008""",16
"""Q8IWE4""",3
"""P62249""",23
"""Q8IVC4""",3
"""P07686""",15
"""Q7RTT9""",4
"""P35575""",4
"""O75419""",15
"""Q96ND8""",3
"""Q9H9J4""",4
"""Q8WXJ9""",7
"""Q86UW9""",4
"""Q16890""",5
"""C9JLJ4""",4
"""O00400""",3
"""Q9H8E8""",3
"""Q92753""",4
"""P81534""",5
"""P23280""",2
"""Q9Y4G8""",4
"""P46199""",4
"""Q9NPG2""",2
"""O60504""",2
"""P27169""",5
"""Q7Z6A9""",3
"""O15144""",15
"""Q9Y5B9""",24
"""P01135""",9
"""O60494""",11
"""P41273""",4
"""O43194""",7
"""P02655""",16
"""Q9BXT4""",3
"""Q86U28""",2
"""Q53TN4""",2
"""Q9NWS9""",3
"""P07900""",64
"""P31944""",3
"""Q9NW08""",9
"""Q9UH90""",7
"""P0C7N5""",5
"""Q96PE2""",10
"""P03915""",5
"""Q08499""",7
"""Q96PD6""",4
"""A8MPY1""",5
"""Q8TCW9""",7
"""O95393""",6
"""Q9BV57""",5
"""Q86WX3""",4
"""P42574""",30
"""O60909""",11
"""Q96GX5""",5
"""O00244""",4
"""Q9H9Z2""",2
"""Q9Y6Q1""",2
"""P40818""",14
"""P63218""",54
"""P42568""",5
"""Q04323""",4
"""Q9UKL0""",10
"""Q9HAT0""",4
"""P27352""",4
"""O15540""",4
"""Q13478""",6
"""P07098""",3
"""Q6XQN6""",8
"""P47813""",11
"""O95954""",4
"""Q6P531""",6
"""O95267""",22
"""Q30KQ7""",5
"""Q8N1F7""",56
"""O00634""",3
"""P59922""",5
"""Q8IV16""",17
"""Q70EL4""",4
"""O96017""",25
"""Q8IUE6""",11
"""Q9NZ32""",14
"""O00139""",24
"""Q5NV92""",20
"""Q15628""",16
"""P19087""",15
"""Q9Y616""",12
"""Q9Y5P6""",6
"""O14493""",4
"""Q9NQR1""",14
"""Q9NY12""",4
"""P52848""",5
"""Q6IAA8""",18
"""O60603""",17
"""O43303""",20
"""Q9NQ11""",3
"""P01042""",18
"""Q9NPZ5""",6
"""Q14587""",3
"""O43293""",4
"""Q9BQB4""",4
"""O15072""",7
"""Q9NY27""",5
"""P22528""",3
"""Q9UQ90""",3
"""P61011""",3
"""Q9NXF7""",3
"""Q03001""",6
"""P30492""",7
"""P32247""",7
"""Q6B0I6""",3
"""P52797""",3
"""P08172""",12
"""Q96Q80""",6
"""Q86X10""",3
"""Q86Z02""",6
"""Q6IF63""",5
"""Q14432""",8
"""O75908""",4
"""Q6H8Q1""",4
"""P23763""",7
"""Q99685""",15
"""O95471""",4
"""Q86YN6""",8
"""P43351""",10
"""Q15286""",8
"""A6NL08""",5
"""Q9HBM1""",16
"""Q9UBU8""",3
"""Q8NGI8""",5
"""Q8TD47""",23
"""Q9UPM9""",3
"""P51511""",4
"""P26045""",4
"""O00337""",4
"""Q9UP79""",6
"""O75431""",2
"""Q86VZ5""",4
"""P49450""",19
"""P49642""",25
"""Q8WYB5""",3
"""O95180""",4
"""Q15661""",3
"""O95861""",4
"""P48751""",4
"""Q9BSH4""",9
"""P43246""",4
"""O00712""",4
"""Q8IVP5""",2
"""Q92930""",8
"""Q9ULW8""",2
"""Q9Y6P5""",5
"""Q7Z7N9""",3
"""P34897""",4
"""Q9UKI3""",2
"""Q13946""",4
"""Q9H9A5""",9
"""P48595""",3
"""Q9Y5B0""",25
"""Q9Y6D9""",16
"""Q9Y5L4""",2
"""Q9Y678""",11
"""Q13145""",5
"""Q8WWI5""",10
"""O60671""",20
"""Q14686""",3
"""O95069""",7
"""Q9BRB3""",4
"""P10275""",19
"""P11712""",15
"""Q8NBL1""",4
"""P04271""",30
"""P14770""",7
"""P30049""",7
"""O15357""",13
"""O75935""",27
"""Q9NR19""",7
"""Q9H0Q3""",6
"""O75821""",11
"""Q9UIW2""",7
"""Q9UBN1""",12
"""Q6X9E4""",7
"""Q13094""",13
"""P42704""",9
"""P20039""",10
"""Q9C0C2""",9
"""Q96DG6""",3
"""O14976""",6
"""Q86YV0""",5
"""P24534""",3
"""Q9UBB5""",7
"""Q96JB2""",11
"""P13805""",2
"""P0DMM9""",4
"""Q02224""",24
"""P41225""",4
"""Q17R89""",3
"""P82914""",6
"""P25940""",4
"""Q9UQB8""",11
"""P51610""",10
"""P13987""",15
"""P62333""",6
"""Q0D2K0""",2
"""Q9UGN5""",13
"""P53990""",3
"""Q9UHV7""",5
"""P27544""",4
"""P28300""",4
"""P29274""",15
"""Q30154""",10
"""Q14213""",5
"""Q9Y2Y8""",3
"""P18545""",11
"""Q13535""",28
"""Q96PU8""",4
"""P17019""",3
"""Q99487""",2
"""Q96GM5""",8
"""Q9HCM9""",4
"""P80404""",5
"""Q15067""",10
"""O14815""",2
"""A8CG34""",56
"""Q8IWZ8""",4
"""Q9GZM8""",16
"""Q8IYL9""",6
"""Q8NFU5""",3
"""Q8N9F8""",3
"""Q9ULS6""",3
"""Q9Y6W3""",2
"""Q9H3M7""",5
"""Q8N8Z8""",3
"""Q9Y6V7""",4
"""O43609""",4
"""P48553""",10
"""Q14108""",4
"""Q8WXS8""",7
"""P01213""",9
"""O95168""",5
"""Q86UP2""",8
"""P50402""",10
"""Q9NZN8""",9
"""P12644""",7
"""Q9UKX5""",2
"""P02775""",15
"""P32418""",11
"""P13498""",18
"""Q5VZY2""",4
"""P01909""",10
"""Q9BWU1""",2
"""O60779""",4
"""P16473""",7
"""P20138""",5
"""P41252""",8
"""Q92747""",15
"""O43173""",9
"""Q16878""",4
"""Q9BRL7""",8
"""P42772""",11
"""P43657""",8
"""Q96DP5""",4
"""P07333""",4
"""P61026""",11
"""Q9TQE0""",10
"""P05108""",9
"""P07327""",10
"""P0DMV8""",19
"""O60488""",5
"""P09603""",8
"""Q96QD5""",3
"""O43869""",5
"""Q9Y2Q5""",22
"""Q15973""",3
"""Q31612""",7
"""Q96PM5""",8
"""Q99571""",4
"""P29373""",3
"""Q13748""",9
"""O95486""",14
"""P16233""",12
"""Q13442""",3
"""Q15172""",37
"""P62942""",12
"""Q15166""",5
"""Q8NHW4""",4
"""Q9UI09""",5
"""Q15031""",4
"""Q6IF99""",5
"""Q9UHD9""",4
"""Q9HCI7""",3
"""Q8NHA4""",5
"""Q8IWL2""",2
"""P28336""",7
"""Q16572""",8
"""O00217""",5
"""Q8NH64""",5
"""Q8NGU4""",5
"""Q6NVY1""",3
"""P27658""",5
"""Q9H4B6""",2
"""Q9GIY3""",10
"""P09488""",4
"""P98170""",22
"""O43491""",3
"""Q5QJU3""",4
"""O43708""",11
"""Q99466""",10
"""Q92945""",3
"""P59901""",3
"""Q16587""",3
"""Q9NZH6""",6
"""P22612""",63
"""Q8NDV3""",4
"""P05120""",2
"""O15342""",11
"""Q6PCE3""",8
"""P78316""",4
"""Q9Y5X9""",4
"""O15528""",8
"""Q9P299""",11
"""P20711""",5
"""Q9BY60""",2
"""O94830""",5
"""Q00266""",8
"""O75446""",7
"""Q13952""",5
"""Q5VTE0""",3
"""Q8NC96""",7
"""P17301""",17
"""P21757""",3
"""Q9BST9""",4
"""Q15370""",36
"""P05015""",5
"""Q9BRR9""",6
"""Q5GLZ8""",4
"""O43896""",8
"""O00421""",6
"""P47756""",13
"""Q68CK6""",8
"""P08151""",6
"""P16260""",5
"""P49840""",8
"""Q9UC06""",3
"""Q9UKJ8""",3
"""Q9UBD6""",4
"""Q14525""",2
"""Q9Y3D3""",6
"""P55916""",6
"""Q9Y2X3""",9
"""Q9BWS9""",4
"""Q86SQ9""",6
"""Q86T29""",3
"""Q86YW5""",3
"""Q8WUA4""",6
"""O95450""",7
"""Q96BY6""",2
"""P42766""",19
"""Q96IW7""",8
"""Q9H0V9""",9
"""Q8NGX1""",5
"""Q8NGM1""",5
"""P63104""",34
"""Q96B86""",3
"""Q9HCS2""",6
"""Q07666""",4
"""A0A183""",3
"""P13010""",16
"""Q8N883""",3
"""Q8N3E9""",3
"""Q8N9K5""",3
"""O43776""",4
"""Q52M93""",3
"""Q8NGC6""",5
"""Q9HAU5""",3
"""Q9HB65""",3
"""Q15139""",4
"""Q53QZ3""",3
"""Q8NET1""",5
"""P39059""",5
"""P12956""",16
"""Q6R327""",23
"""Q8TB40""",5
"""P20930""",3
"""Q3SY89""",22
"""Q969H4""",13
"""Q6UY14""",4
"""P02760""",3
"""P20810""",5
"""Q96EF0""",5
"""P40199""",7
"""P31689""",3
"""P05114""",6
"""Q86T82""",4
"""Q86VL8""",3
"""Q9P086""",2
"""Q9H903""",4
"""Q8WUD1""",3
"""O75914""",28
"""Q96SN7""",11
"""Q13868""",7
"""Q06323""",6
"""Q14624""",4
"""Q9Y4D2""",8
"""P02649""",25
"""Q13733""",6
"""O95007""",5
"""Q9UBV4""",6
"""Q99877""",71
"""Q96DE5""",33
"""P18077""",19
"""Q8TF45""",3
"""Q14593""",3
"""Q8WVK7""",16
"""P45954""",3
"""P05129""",27
"""Q02338""",5
"""P04259""",2
"""Q8TF39""",3
"""Q8IZX4""",19
"""P08754""",26
"""P61088""",61
"""Q9Y2F5""",3
"""P15498""",43
"""Q13769""",9
"""O60312""",3
"""Q9UBL9""",4
"""Q8N9N2""",4
"""Q96R67""",5
"""Q15853""",4
"""O95372""",3
"""Q6P1A2""",7
"""Q9Y3C7""",5
"""Q15052""",14
"""Q9HCK8""",4
"""Q9NZR1""",2
"""Q8NHC5""",5
"""O00238""",3
"""Q15046""",9
"""Q8NH85""",5
"""Q15238""",2
"""Q9HC58""",4
"""Q9HBT8""",3
"""Q8NGJ4""",5
"""P10644""",28
"""Q9GZK7""",5
"""O14763""",15
"""Q9P2N4""",6
"""P51532""",16
"""P20336""",19
"""Q86VP1""",8
"""Q92831""",40
"""Q9BSK1""",3
"""Q9BZG1""",3
"""P05141""",9
"""Q9BRR0""",3
"""P11217""",4
"""Q58HT5""",5
"""P26441""",5
"""P07738""",4
"""P24903""",7
"""Q9NRG9""",56
"""Q8IV01""",3
"""Q9ULB4""",4
"""P27487""",5
"""Q9H9Y6""",12
"""Q9H9B1""",14
"""Q5JWF2""",23
"""P61812""",8
"""P42892""",5
"""O75326""",4
"""Q8WUM0""",69
"""P02748""",5
"""P41231""",8
"""Q8WWV6""",2
"""Q14692""",4
"""Q96EZ8""",11
"""Q96CF2""",9
"""Q8IZP1""",4
"""O00748""",3
"""Q96BM1""",3
"""Q9UQ84""",25
"""Q86TM6""",13
"""P06748""",18
"""P26992""",5
"""Q15436""",14
"""P07306""",3
"""Q9Y3Q4""",3
"""Q12791""",7
"""Q96RE9""",3
"""Q07001""",8
"""Q9Y3F4""",5
"""P48200""",2
"""O75691""",4
"""Q9Y2Z4""",4
"""Q8WUX9""",9
"""P17987""",13
"""P49720""",6
"""Q13541""",8
"""Q8WUM9""",4
"""P29466""",12
"""Q7Z2W4""",4
"""Q6NSZ9""",3
"""Q16816""",4
"""P36897""",21
"""Q5SQI0""",2
"""Q16671""",3
"""Q8NHU3""",4
"""O14862""",5
"""O15066""",12
"""O60890""",3
"""Q9NVF9""",5
"""P67775""",106
"""Q9P2W3""",46
"""O60306""",10
"""O75530""",18
"""P05546""",8
"""Q8TB61""",11
"""P13727""",3
"""Q96FW1""",5
"""Q9NZ94""",3
"""Q6V9R5""",3
"""Q93097""",6
"""P07510""",8
"""Q9UKN1""",9
"""P14920""",5
"""P09234""",4
"""P12035""",2
"""Q9H222""",3
"""Q6UQ28""",3
"""Q9ULI2""",3
"""Q7RTR8""",6
"""Q96L91""",8
"""O76093""",58
"""P60468""",11
"""P61224""",29
"""O75394""",6
"""Q96FZ7""",9
"""Q8WXI4""",4
"""Q96N77""",3
"""P61218""",79
"""P25685""",10
"""Q9UK96""",7
"""Q32MZ4""",10
"""Q9UJX6""",37
"""Q8NCW0""",4
"""Q14CN2""",3
"""P50458""",4
"""Q9H7X3""",3
"""O15270""",4
"""P38570""",2
"""Q5JVG8""",3
"""Q9UBX5""",3
"""Q07864""",36
"""O95684""",22
"""O15264""",4
"""Q9Y3Z3""",3
"""Q9H773""",3
"""Q9H0E7""",4
"""P49459""",9
"""Q9Y3M2""",4
"""Q8WVM8""",8
"""Q06203""",4
"""O95678""",2
"""Q9Y3B2""",7
"""Q8WUJ3""",5
"""Q13634""",4
"""Q99757""",7
"""P48454""",11
"""P56749""",4
"""Q02218""",8
"""Q8IZW8""",5
"""Q96CB9""",4
"""P37059""",5
"""Q8NGV0""",5
"""Q8NH70""",5
"""P58173""",5
"""Q8IZL8""",4
"""Q8NGK0""",5
"""Q9NXH8""",4
"""Q92633""",8
"""Q9Y226""",5
"""Q9NWQ8""",8
"""Q8NC69""",7
"""P01624""",23
"""Q9Y2W7""",3
"""P20648""",3
"""Q9UHD0""",4
"""P48163""",4
"""O43683""",16
"""P15514""",9
"""Q9BVV7""",2
"""Q8NGA5""",5
"""Q8NH79""",5
"""Q8NGK9""",5
"""O15534""",1
"""P11498""",7
"""P78508""",12
"""P30304""",24
"""Q9NTG7""",3
"""O60884""",3
"""P34913""",10
"""P52272""",9
"""O75311""",3
"""P07108""",4
"""P28222""",8
"""Q8N0W4""",3
"""Q8N184""",3
"""Q9NZ20""",7
"""Q8IWA5""",11
"""Q52LJ0""",3
"""A6NJZ3""",5
"""Q8NFI3""",4
"""P13591""",12
"""P00451""",16
"""A8K855""",4
"""Q93070""",3
"""Q5ST30""",4
"""Q9NY15""",3
"""Q02410""",6
"""Q5FWF5""",4
"""Q8NES8""",5
"""Q9NWM0""",8
"""Q9NR28""",8
"""Q9NYV6""",5
"""Q8TB37""",5
"""Q93079""",71
"""P61160""",16
"""P14902""",4
"""O94911""",2
"""Q9H204""",2
"""P29460""",6
"""Q5JUW0""",3
"""Q9BYG5""",4
"""Q96RJ0""",7
"""Q9BZ29""",2
"""O43155""",5
"""Q92729""",3
"""Q96L73""",3
"""O76075""",5
"""P54920""",17
"""Q8WVS4""",3
"""Q96KK3""",3
"""P30505""",7
"""Q9BY15""",7
"""Q9BXP5""",7
"""P46781""",26
"""Q5XXA6""",3
"""Q96DA6""",2
"""P51805""",6
"""Q9UP52""",3
"""Q86TB9""",3
"""Q16851""",8
"""P51795""",3
"""Q8IZJ1""",8
"""O75886""",19
"""Q9Y4Y9""",6
"""Q6PFW1""",3
"""Q9UJ37""",9
"""Q12866""",2
"""P55795""",4
"""Q13616""",80
"""Q15154""",16
"""P55789""",2
"""Q15814""",3
"""P56545""",4
"""Q8NFL0""",9
"""Q15700""",3
"""P56539""",2
"""P57103""",12
"""Q16560""",4
"""Q8NHJ6""",3
"""Q8NGT2""",5
"""P11310""",8
"""Q8IWU4""",9
"""Q9NVG8""",4
"""Q8NGI2""",5
"""P12830""",23
"""Q8NGS6""",5
"""Q9GZT9""",5
"""P30495""",7
"""Q13439""",4
"""P11465""",2
"""Q5T6S3""",3
"""P00736""",7
"""O43665""",4
"""Q7RTR2""",5
"""Q8NEK5""",3
"""Q96GE5""",3
"""A6NHC0""",2
"""P04430""",23
"""Q5TKA1""",8
"""P43234""",3
"""O60674""",51
"""Q9NR96""",18
"""Q9NQX6""",3
"""P20339""",16
"""Q6IQ22""",7
"""P00439""",4
"""O95864""",6
"""P35443""",3
"""P22303""",11
"""Q96MA6""",3
"""Q99943""",5
"""Q92797""",14
"""Q13133""",8
"""P04439""",11
"""Q15544""",20
"""Q8IZL2""",23
"""P31323""",44
"""Q12893""",8
"""O94827""",10
"""P45983""",51
"""Q9UBX8""",13
"""P52758""",3
"""P08133""",2
"""Q17RW2""",4
"""Q8IUA7""",3
"""Q9UBM8""",6
"""Q96QV6""",11
"""O95573""",5
"""Q9Y2W1""",2
"""Q9Y2L1""",7
"""P54368""",4
"""Q9Y375""",5
"""P17948""",6
"""P86397""",4
"""Q8WTS6""",3
"""P49207""",19
"""O00418""",3
"""Q16773""",6
"""P55087""",4
"""O14964""",22
"""Q12788""",4
"""O15033""",4
"""O15054""",7
"""P0C7M3""",2
"""P59768""",54
"""O15027""",8
"""Q9Y276""",2
"""O43572""",2
"""Q8N0Y5""",5
"""Q9P2I0""",14
"""P21397""",15
"""Q9BUT1""",4
"""Q8NGA8""",5
"""P78325""",5
"""Q8NG68""",3
"""P31641""",6
"""Q9NZC2""",10
"""Q3SY77""",4
"""P11387""",5
"""P30307""",24
"""Q8TAQ2""",8
"""P13798""",6
"""Q9NSD5""",9
"""Q9NRX5""",4
"""P15882""",3
"""Q9P2J5""",8
"""P27361""",110
"""P56962""",8
"""O75496""",10
"""Q147X3""",4
"""Q3ZCQ8""",2
"""Q13232""",3
"""Q92896""",2
"""O00622""",4
"""O95822""",7
"""P55291""",7
"""Q96DB2""",11
"""Q5NV80""",20
"""Q86UT6""",4
"""P33947""",11
"""P46952""",4
"""Q9UJU3""",3
"""P07476""",3
"""Q9Y4C0""",3
"""Q9UBU2""",4
"""P35557""",5
"""Q9UBJ2""",3
"""P53582""",7
"""Q9H0W8""",3
"""Q9UBT6""",16
"""P55010""",6
"""Q13907""",4
"""P09086""",3
"""P48556""",6
"""Q9H074""",3
"""P00352""",11
"""Q9UBI6""",54
"""P84085""",11
"""Q8N4A0""",4
"""Q6ZSI9""",2
"""Q86SK9""",4
"""P10071""",12
"""Q6P2D0""",3
"""P30511""",7
"""P31371""",68
"""P51811""",5
"""O15126""",3
"""Q15835""",7
"""Q16695""",26
"""O60476""",10
"""Q15034""",4
"""P10746""",3
"""P10767""",54
"""P0C0L5""",6
"""P30990""",7
"""Q8N163""",4
"""Q8N3J9""",3
"""Q8NH67""",5
"""Q8NGH6""",5
"""Q5EE01""",4
"""Q96AC1""",3
"""Q8TC21""",3
"""Q9P272""",3
"""Q9C037""",4
"""P12236""",14
"""P22735""",3
"""Q6NX49""",3
"""Q96PX8""",3
"""Q08289""",14
"""Q96G01""",5
"""Q92813""",5
"""Q8TAA5""",2
"""Q96FN5""",8
"""P62945""",19
"""Q86UL3""",5
"""Q5VXI9""",3
"""P31749""",85
"""P62258""",51
"""Q9NQZ7""",4
"""P30084""",10
"""Q6ZMJ2""",3
"""P19174""",76
"""Q9UL62""",4
"""Q9UKT6""",7
"""Q9Y5X3""",5
"""Q96T53""",3
"""Q96ST3""",13
"""Q9H1M3""",5
"""O75964""",7
"""Q02539""",10
"""Q8N6M3""",3
"""Q14674""",6
"""P55103""",4
"""P61289""",6
"""Q6ZR52""",3
"""Q8IUC8""",4
"""Q8NBW4""",15
"""O00585""",8
"""Q15418""",49
"""Q5HYK9""",3
"""P01825""",23
"""P49915""",4
"""Q7Z4T8""",4
"""Q8NCG5""",4
"""P01138""",32
"""Q08493""",7
"""P01024""",21
"""P02679""",34
"""Q5T2R2""",4
"""O95639""",22
"""Q495M3""",5
"""Q9BWF2""",4
"""Q8IY57""",6
"""Q5VT97""",3
"""Q5TAQ9""",3
"""Q9NVE7""",5
"""P31152""",3
"""Q8NGQ5""",5
"""Q9UNA0""",6
"""Q9NUN7""",4
"""Q969E1""",3
"""P21283""",11
"""P21964""",10
"""P26012""",4
"""Q8WZA2""",13
"""P51582""",8
"""Q12794""",5
"""P22033""",8
"""Q8TE49""",4
"""Q86VW2""",4
"""P0DJD7""",2
"""Q6ZNJ1""",3
"""P06133""",4
"""Q8IVK1""",3
"""Q9ULH0""",7
"""Q9H3Y6""",4
"""Q6UWL6""",2
"""P15954""",9
"""Q04206""",54
"""Q9HCR9""",8
"""Q99871""",16
"""Q05066""",4
"""Q9Y6K1""",7
"""O43347""",4
"""O95843""",7
"""Q14117""",4
"""Q14773""",5
"""O75376""",31
"""Q8WWQ2""",5
"""Q8WXG6""",8
"""Q15637""",4
"""Q96MI9""",3
"""P55285""",4
"""P17252""",63
"""P08913""",17
"""Q6IQ16""",3
"""P10242""",7
"""O94806""",4
"""Q7Z4L5""",6
"""Q6PI73""",3
"""O15438""",7
"""P01903""",10
"""Q9NPF0""",4
"""O15111""",66
"""O94988""",3
"""Q9NPP4""",5
"""P20813""",7
"""P36957""",8
"""P01893""",9
"""P49327""",7
"""P48436""",8
"""O43296""",3
"""Q6NSJ5""",2
"""O43182""",3
"""Q00722""",26
"""P04181""",3
"""Q8IZK6""",4
"""A6NLF2""",22
"""P38567""",3
"""P04040""",8
"""Q53GS9""",4
"""P50281""",4
"""O60507""",4
"""Q8N9N5""",6
"""P07992""",12
"""P00742""",11
"""P06331""",23
"""P48145""",7
"""Q8NGJ7""",5
"""P18440""",4
"""Q96P63""",3
"""P22105""",2
"""P07711""",19
"""P26927""",3
"""P31947""",24
"""O15516""",5
"""Q5FYB1""",8
"""Q15040""",4
"""O00232""",9
"""Q9UNK4""",10
"""Q9UDW1""",4
"""Q8N859""",3
"""P47890""",5
"""O75506""",6
"""P53004""",3
"""Q7L523""",19
"""Q14003""",3
"""O75475""",13
"""Q96EB1""",3
"""O95255""",2
"""Q9BU19""",3
"""Q96NI8""",3
"""Q14185""",17
"""Q8IV04""",7
"""O95249""",10
"""P28906""",3
"""P56134""",7
"""Q9H974""",3
"""P26599""",9
"""O94905""",11
"""Q13835""",11
"""Q96T68""",3
"""P53675""",8
"""Q9Y5A7""",3
"""Q9Y4K3""",66
"""Q8N6C8""",5
"""O43395""",4
"""Q8WW38""",2
"""Q9BSJ8""",4
"""Q5NV89""",20
"""Q5NV68""",20
"""Q6R6M4""",4
"""P31350""",3
"""P01705""",23
"""Q9Y468""",6
"""Q9Y3U8""",19
"""Q9NWV8""",16
"""O15105""",16
"""Q9UBN4""",4
"""P21589""",8
"""P16455""",3
"""A8MYU2""",3
"""O75023""",3
"""P03971""",3
"""Q9C0H2""",3
"""Q8TD20""",3
"""P17174""",9
"""Q969G2""",4
"""P99999""",23
"""Q8IY63""",2
"""O75694""",56
"""Q13352""",23
"""Q30KQ1""",5
"""Q7Z2W7""",4
"""O75688""",5
"""Q9BVG8""",4
"""Q02809""",3
"""Q15622""",5
"""P40259""",5
"""Q7L591""",3
"""Q9HAV4""",3
"""Q9HBL8""",4
"""P18428""",6
"""P82673""",6
"""Q8IVL6""",3
"""P08559""",10
"""Q9H2W6""",6
"""Q9Y6W6""",6
"""Q7Z7B7""",5
"""Q93091""",3
"""P35749""",16
"""P27448""",15
"""Q9Y6L6""",9
"""Q9Y672""",4
"""Q9NYW2""",6
"""Q7Z6I6""",3
"""Q6P3S1""",4
"""P47884""",5
"""P01222""",15
"""Q8WXI7""",9
"""Q13247""",12
"""O95837""",16
"""Q9Y666""",4
"""Q14767""",3
"""P20132""",3
"""Q13127""",8
"""Q15517""",3
"""O43353""",41
"""Q92600""",9
"""Q6NZI2""",3
"""Q6U841""",4
"""P14923""",15
"""P00367""",6
"""P50452""",2
"""O15318""",9
"""P02778""",8
"""P20807""",2
"""Q96RL1""",16
"""Q9BVI0""",17
"""P33032""",7
"""Q92636""",4
"""Q9BXR6""",4
"""P10632""",15
"""P35251""",38
"""Q9BQI5""",4
"""P24522""",6
"""A6ND01""",3
"""P17081""",5
"""P11678""",3
"""Q9NVC6""",5
"""P13762""",10
"""P51681""",14
"""Q6U736""",7
"""P52566""",3
"""P16050""",17
"""Q6NYC1""",3
"""Q12887""",3
"""Q13451""",6
"""Q6IFH4""",5
"""Q14315""",3
"""Q99460""",9
"""O75787""",6
"""Q01831""",10
"""Q13637""",7
"""P17096""",18
"""P61586""",58
"""Q96JL9""",3
"""Q15061""",4
"""P04637""",79
"""Q9HC52""",21
"""Q16581""",12
"""Q8NH73""",5
"""Q15907""",7
"""Q96BA8""",3
"""Q8NGK3""",5
"""Q2M2I5""",2
"""P08637""",8
"""O14772""",6
"""P26006""",11
"""Q9H4M9""",2
"""P09497""",16
"""P48775""",4
"""P78310""",5
"""O95750""",30
"""Q14872""",3
"""Q9H479""",3
"""P49411""",4
"""P19876""",8
"""O43566""",4
"""Q9NYF0""",4
"""Q92995""",9
"""Q9NR34""",10
"""Q9NQR4""",3
"""Q6NUM9""",9
"""P21580""",16
"""Q8N688""",5
"""Q9NPY3""",3
"""Q9P0J7""",3
"""P41240""",27
"""P43630""",3
"""Q96LB3""",3
"""Q9BYE4""",3
"""O95084""",4
"""O75190""",4
"""Q9BXY4""",4
"""Q9UQ72""",2
"""O95630""",4
"""P30480""",7
"""P13861""",32
"""P12314""",11
"""P51124""",5
"""Q9NPD8""",6
"""P46094""",8
"""Q7Z3Y7""",2
"""Q7Z699""",9
"""Q96Q83""",4
"""P29475""",9
"""Q15940""",3
"""P08034""",7
"""Q9Y2C2""",5
"""Q8WU67""",5
"""O95453""",5
"""P0CG48""",270
"""Q02790""",9
"""Q96BD5""",5
"""Q9H0A8""",3
"""Q13049""",7
"""P04049""",34
"""P35218""",2
"""P56524""",24
"""P43405""",31
"""P39905""",9
"""Q9UNG2""",4
"""P82979""",9
"""P54764""",3
"""Q9Y6X2""",9
"""Q8NGR1""",5
"""P47900""",12
"""Q969W8""",3
"""Q8NGG1""",5
"""Q9Y297""",63
"""Q6NXT4""",9
"""Q15643""",7
"""Q9P2K1""",3
"""Q13418""",4
"""P48067""",4
"""Q6ZVZ8""",7
"""O15444""",8
"""Q9Y6N7""",11
"""P57087""",4
"""Q9NYY3""",6
"""P20933""",3
"""O00189""",5
"""Q5H8A3""",8
"""Q9NRP2""",2
"""Q6PCB0""",4
"""O15303""",6
"""P02763""",7
"""Q9Y5J6""",2
"""O43488""",3
"""P21673""",4
"""A8MTY0""",3
"""Q9H0Y0""",2
"""O43374""",5
"""Q7RTS7""",2
"""P57789""",7
"""O76081""",5
"""Q9BR61""",4
"""Q6I9Y2""",9
"""Q92621""",56
"""P14314""",10
"""Q13061""",6
"""Q5VWC8""",5
"""Q13253""",3
"""P62753""",29
"""P22392""",6
"""Q86VB7""",3
"""P32121""",37
"""Q9UQK1""",4
"""P23142""",3
"""Q9UJ70""",6
"""P08253""",6
"""P60852""",3
"""O75122""",20
"""P32297""",10
"""Q9UBL3""",12
"""Q9UBV7""",6
"""O75116""",18
"""P52737""",3
"""P02538""",2
"""P53597""",4
"""P60903""",2
"""Q99766""",7
"""Q96QI5""",5
"""Q8IYU2""",4
"""Q9UGM3""",2
"""P08949""",7
"""O75818""",3
"""P51888""",5
"""Q8NBV8""",4
"""P09668""",7
"""P27037""",7
"""Q14191""",27
"""Q8N1N4""",2
"""P19387""",60
"""Q15928""",3
"""P23025""",8
"""P08631""",11
"""P30456""",7
"""Q9UIJ7""",2
"""P51570""",3
"""P52434""",79
"""Q96H86""",3
"""Q13505""",2
"""O95243""",8
"""Q9Y264""",3
"""Q8TD17""",3
"""Q16584""",10
"""Q13495""",23
"""P30279""",10
"""P62995""",4
"""O00115""",5
"""Q9HAH1""",3
"""Q5JXX5""",3
"""P46940""",25
"""Q9H488""",4
"""Q9UET6""",3
"""P48664""",7
"""P25025""",11
"""Q13349""",2
"""Q9Y6I3""",8
"""P57054""",4
"""P46439""",4
"""Q30KP8""",5
"""P01210""",11
"""Q6P4F2""",11
"""Q8WWZ4""",3
"""Q08209""",20
"""P02730""",7
"""Q15619""",5
"""Q32NB8""",5
"""A6NH00""",5
"""O43320""",55
"""O15234""",11
"""P01906""",10
