"""protein""","""reactionCount"""
"""Q9Y294""",2
"""Q9NWX6""",1
"""O15123""",1
"""Q29836""",16
"""P01717""",43
"""P40200""",1
"""Q8NG92""",1
"""Q76EJ3""",2
"""P68036""",7
"""Q86SG5""",1
"""Q9NZP0""",1
"""Q9BPW9""",2
"""Q8NGS3""",1
"""Q8NH43""",1
"""P11597""",3
"""P12821""",3
"""Q9C0I4""",2
"""Q96AX2""",4
"""Q9NUD9""",1
"""P98164""",16
"""P22732""",2
"""P34981""",4
"""Q13370""",4
"""O43677""",7
"""P15291""",10
"""Q9BU64""",15
"""P17706""",2
"""Q8WYA0""",5
"""Q02641""",3
"""A8MQ27""",6
"""Q96Q89""",3
"""O95294""",2
"""P62750""",20
"""Q14114""",4
"""P16035""",7
"""Q93008""",11
"""Q8IWE4""",6
"""P62249""",27
"""Q8IVC4""",1
"""P07686""",6
"""Q7RTT9""",2
"""P35575""",1
"""Q96ND8""",1
"""O75419""",7
"""Q9H9J4""",1
"""Q8WXJ9""",8
"""Q86UW9""",6
"""Q16890""",4
"""C9JLJ4""",2
"""O00400""",1
"""Q92753""",1
"""Q9H8E8""",1
"""P81534""",5
"""P23280""",2
"""Q9Y4G8""",1
"""P46199""",2
"""Q9NPG2""",2
"""O60504""",4
"""P27169""",1
"""Q7Z6A9""",3
"""O15144""",14
"""Q9Y5B9""",30
"""O60494""",7
"""P01135""",11
"""P41273""",1
"""P02655""",11
"""O43194""",7
"""Q9BXT4""",3
"""Q86U28""",1
"""Q9NWS9""",1
"""Q53TN4""",1
"""P07900""",101
"""P31944""",2
"""Q9NW08""",18
"""Q9UH90""",9
"""P0C7N5""",1
"""P03915""",4
"""Q96PE2""",3
"""Q08499""",2
"""Q96PD6""",1
"""A8MPY1""",1
"""Q8TCW9""",4
"""O95393""",2
"""Q9BV57""",1
"""Q86WX3""",1
"""P42574""",43
"""O60909""",4
"""Q96GX5""",3
"""O00244""",1
"""Q9H9Z2""",1
"""Q9Y6Q1""",1
"""P63218""",69
"""P40818""",7
"""P42568""",11
"""Q04323""",1
"""Q9UKL0""",3
"""Q9HAT0""",1
"""P27352""",3
"""O15540""",1
"""Q13478""",4
"""P07098""",1
"""Q6XQN6""",2
"""P47813""",9
"""O95954""",1
"""Q6P531""",2
"""O95267""",5
"""Q30KQ7""",1
"""Q8N1F7""",35
"""O00634""",1
"""P59922""",1
"""Q8IV16""",6
"""Q70EL4""",2
"""O96017""",10
"""Q8IUE6""",14
"""Q9NZ32""",5
"""O00139""",17
"""Q15628""",18
"""Q5NV92""",35
"""P19087""",18
"""Q9Y616""",2
"""Q9Y5P6""",1
"""O14493""",1
"""Q9NQR1""",3
"""Q9NY12""",1
"""P52848""",2
"""Q6IAA8""",23
"""O60603""",22
"""O43303""",20
"""Q9NQ11""",1
"""P01042""",14
"""Q9NPZ5""",1
"""Q14587""",1
"""O43293""",1
"""Q9BQB4""",2
"""O15072""",3
"""Q9NY27""",1
"""P22528""",4
"""Q9UQ90""",2
"""P61011""",3
"""Q9NXF7""",5
"""Q03001""",4
"""P30492""",16
"""P32247""",4
"""Q6B0I6""",2
"""P52797""",2
"""P08172""",19
"""Q96Q80""",6
"""Q86X10""",2
"""Q86Z02""",1
"""Q6IF63""",1
"""Q14432""",2
"""O75908""",1
"""P23763""",3
"""Q6H8Q1""",1
"""Q99685""",3
"""O95471""",1
"""Q86YN6""",4
"""P43351""",7
"""Q15286""",4
"""A6NL08""",1
"""Q9HBM1""",13
"""Q9UBU8""",1
"""Q8NGI8""",1
"""Q8TD47""",27
"""Q9UPM9""",3
"""P51511""",5
"""P26045""",1
"""O00337""",1
"""Q9UP79""",3
"""O75431""",1
"""Q86VZ5""",1
"""P49450""",14
"""P49642""",17
"""Q8WYB5""",1
"""O95180""",1
"""Q15661""",1
"""O95861""",1
"""P48751""",1
"""Q9BSH4""",1
"""P43246""",12
"""O00712""",1
"""Q8IVP5""",6
"""Q92930""",4
"""Q9ULW8""",2
"""Q9Y6P5""",2
"""Q7Z7N9""",3
"""P34897""",1
"""Q9UKI3""",1
"""Q13946""",1
"""Q9H9A5""",2
"""P48595""",2
"""Q9Y5B0""",42
"""Q9Y6D9""",13
"""Q9Y5L4""",2
"""Q9Y678""",11
"""Q8WWI5""",2
"""Q13145""",1
"""O60671""",11
"""Q14686""",1
"""O95069""",2
"""Q9BRB3""",1
"""P10275""",15
"""P11712""",18
"""Q8NBL1""",1
"""P04271""",5
"""P14770""",10
"""P30049""",4
"""O15357""",3
"""O75935""",25
"""Q9NR19""",2
"""Q9H0Q3""",1
"""O75821""",8
"""Q9UIW2""",16
"""Q9UBN1""",4
"""Q6X9E4""",9
"""Q13094""",33
"""P42704""",1
"""P20039""",31
"""Q9C0C2""",2
"""Q96DG6""",1
"""O14976""",8
"""Q86YV0""",2
"""P24534""",2
"""Q9UBB5""",2
"""Q96JB2""",6
"""P13805""",4
"""P0DMM9""",3
"""P41225""",1
"""Q02224""",17
"""Q17R89""",1
"""P82914""",12
"""P25940""",14
"""Q9UQB8""",6
"""P51610""",7
"""P13987""",19
"""P62333""",4
"""Q0D2K0""",1
"""Q9UGN5""",21
"""P53990""",1
"""Q9UHV7""",4
"""P27544""",1
"""P28300""",3
"""Q30154""",31
"""P29274""",5
"""Q14213""",3
"""Q9Y2Y8""",2
"""P18545""",5
"""P17019""",1
"""Q13535""",19
"""Q96PU8""",5
"""Q99487""",1
"""Q96GM5""",4
"""Q9HCM9""",3
"""P80404""",1
"""Q15067""",5
"""O14815""",1
"""A8CG34""",35
"""Q8IWZ8""",7
"""Q9GZM8""",13
"""Q8IYL9""",4
"""Q8NFU5""",4
"""Q8N9F8""",1
"""Q9ULS6""",1
"""Q9Y6W3""",1
"""Q8N8Z8""",1
"""Q9H3M7""",3
"""Q9Y6V7""",1
"""O43609""",3
"""P48553""",5
"""Q14108""",14
"""Q8WXS8""",3
"""P01213""",10
"""O95168""",7
"""Q86UP2""",3
"""P50402""",2
"""Q9NZN8""",2
"""P12644""",2
"""Q9UKX5""",4
"""P02775""",6
"""P32418""",1
"""O60779""",1
"""P01909""",31
"""Q5VZY2""",1
"""P13498""",13
"""Q9BWU1""",1
"""P16473""",4
"""P20138""",3
"""P41252""",10
"""Q92747""",14
"""O43173""",2
"""Q16878""",1
"""Q9BRL7""",9
"""P42772""",2
"""P43657""",4
"""Q96DP5""",1
"""P07333""",1
"""P61026""",6
"""Q9TQE0""",31
"""P05108""",3
"""P07327""",3
"""P0DMV8""",21
"""O60488""",1
"""P09603""",2
"""Q96QD5""",1
"""O43869""",1
"""Q15973""",1
"""Q9Y2Q5""",23
"""Q31612""",16
"""Q96PM5""",6
"""Q99571""",2
"""P29373""",4
"""Q13748""",12
"""O95486""",18
"""P16233""",4
"""Q13442""",1
"""P62942""",5
"""Q15172""",34
"""Q15166""",1
"""Q8NHW4""",3
"""Q9UI09""",4
"""Q15031""",1
"""Q6IF99""",1
"""Q9UHD9""",2
"""Q9HCI7""",1
"""Q8NHA4""",1
"""Q8IWL2""",4
"""P28336""",4
"""Q16572""",17
"""O00217""",9
"""Q8NH64""",1
"""Q8NGU4""",1
"""Q6NVY1""",1
"""P27658""",13
"""Q9H4B6""",12
"""Q9GIY3""",31
"""P09488""",1
"""P98170""",20
"""O43491""",2
"""Q5QJU3""",1
"""O43708""",3
"""Q99466""",12
"""Q92945""",4
"""P59901""",1
"""Q16587""",1
"""Q9NZH6""",7
"""P22612""",27
"""Q8NDV3""",3
"""P05120""",1
"""O15342""",4
"""Q6PCE3""",3
"""P78316""",1
"""Q9Y5X9""",1
"""O15528""",1
"""Q9P299""",11
"""P20711""",2
"""Q9BY60""",6
"""O94830""",1
"""Q00266""",2
"""O75446""",3
"""Q13952""",15
"""Q5VTE0""",1
"""Q8NC96""",20
"""P17301""",22
"""P21757""",2
"""Q9BST9""",3
"""Q15370""",49
"""P05015""",13
"""Q9BRR9""",2
"""Q5GLZ8""",3
"""O43896""",3
"""O00421""",1
"""P47756""",6
"""P16260""",1
"""Q68CK6""",3
"""P08151""",12
"""Q9UC06""",1
"""P49840""",2
"""Q9UKJ8""",1
"""Q9UBD6""",2
"""Q14525""",3
"""Q9Y3D3""",12
"""P55916""",4
"""Q9Y2X3""",4
"""Q9BWS9""",1
"""Q86T29""",1
"""Q86SQ9""",1
"""Q86YW5""",1
"""Q8WUA4""",12
"""O95450""",3
"""Q96BY6""",1
"""P42766""",20
"""Q96IW7""",9
"""Q9H0V9""",11
"""Q8NGX1""",1
"""Q8NGM1""",1
"""P63104""",17
"""Q96B86""",1
"""Q9HCS2""",2
"""Q07666""",3
"""A0A183""",2
"""P13010""",16
"""Q8N883""",1
"""Q8N3E9""",1
"""Q8N9K5""",1
"""O43776""",1
"""Q52M93""",1
"""Q8NGC6""",1
"""Q9HAU5""",2
"""Q9HB65""",1
"""Q15139""",1
"""Q53QZ3""",1
"""Q8NET1""",1
"""P39059""",13
"""P12956""",17
"""Q6R327""",3
"""Q8TB40""",1
"""P20930""",3
"""Q3SY89""",28
"""Q969H4""",24
"""Q6UY14""",2
"""P02760""",2
"""P20810""",3
"""Q96EF0""",3
"""P40199""",4
"""P31689""",3
"""P05114""",10
"""Q86T82""",1
"""Q86VL8""",1
"""Q9P086""",1
"""Q9H903""",2
"""Q8WUD1""",2
"""O75914""",18
"""Q96SN7""",2
"""Q13868""",4
"""Q06323""",4
"""Q14624""",1
"""Q9Y4D2""",1
"""P02649""",18
"""Q13733""",1
"""O95007""",1
"""Q9UBV4""",4
"""Q99877""",120
"""Q14593""",1
"""Q8TF45""",1
"""Q96DE5""",25
"""P18077""",20
"""P45954""",1
"""Q8WVK7""",13
"""P05129""",11
"""Q02338""",2
"""P04259""",3
"""Q8TF39""",1
"""Q8IZX4""",22
"""P08754""",24
"""P61088""",42
"""Q9Y2F5""",1
"""P15498""",41
"""Q13769""",5
"""O60312""",2
"""Q9UBL9""",2
"""Q8N9N2""",6
"""Q96R67""",1
"""Q15853""",1
"""O95372""",1
"""Q6P1A2""",6
"""Q9Y3C7""",2
"""Q15052""",4
"""Q9HCK8""",1
"""Q9NZR1""",4
"""Q8NHC5""",1
"""O00238""",8
"""Q15046""",11
"""Q8NH85""",1
"""Q15238""",1
"""Q9HC58""",1
"""Q9HBT8""",1
"""Q8NGJ4""",1
"""P10644""",5
"""Q9GZK7""",1
"""O14763""",11
"""Q9P2N4""",3
"""P51532""",6
"""P20336""",18
"""Q86VP1""",3
"""Q92831""",37
"""Q9BSK1""",1
"""Q9BZG1""",2
"""P05141""",2
"""Q9BRR0""",1
"""P11217""",5
"""Q58HT5""",1
"""P24903""",14
"""P26441""",3
"""P07738""",1
"""Q9NRG9""",35
"""Q8IV01""",1
"""Q9ULB4""",2
"""P27487""",4
"""Q9H9Y6""",12
"""Q9H9B1""",10
"""Q5JWF2""",20
"""P61812""",3
"""P42892""",1
"""O75326""",2
"""Q8WUM0""",48
"""P02748""",7
"""P41231""",4
"""Q8WWV6""",1
"""Q14692""",1
"""Q96CF2""",3
"""Q96EZ8""",3
"""Q8IZP1""",1
"""O00748""",1
"""Q96BM1""",5
"""Q9UQ84""",24
"""Q86TM6""",8
"""P06748""",11
"""P26992""",4
"""P07306""",1
"""Q15436""",21
"""Q9Y3Q4""",2
"""Q12791""",2
"""Q96RE9""",1
"""Q07001""",2
"""Q9Y3F4""",2
"""P48200""",2
"""O75691""",1
"""Q9Y2Z4""",1
"""Q8WUX9""",3
"""P17987""",16
"""P49720""",4
"""Q13541""",3
"""Q8WUM9""",1
"""Q6NSZ9""",1
"""P29466""",8
"""Q7Z2W4""",5
"""Q16816""",2
"""P36897""",42
"""Q5SQI0""",1
"""Q16671""",1
"""Q8NHU3""",1
"""O14862""",1
"""O15066""",10
"""O60890""",1
"""Q9NVF9""",1
"""P67775""",61
"""Q9P2W3""",68
"""O60306""",15
"""O75530""",7
"""P05546""",7
"""Q8TB61""",1
"""P13727""",1
"""Q96FW1""",3
"""Q9NZ94""",7
"""Q6V9R5""",1
"""Q93097""",4
"""P07510""",2
"""Q9UKN1""",14
"""P14920""",3
"""P09234""",4
"""P12035""",3
"""Q9H222""",1
"""Q6UQ28""",1
"""Q9ULI2""",1
"""Q96L91""",3
"""Q7RTR8""",4
"""O76093""",113
"""P60468""",4
"""P61224""",49
"""O75394""",10
"""Q96FZ7""",3
"""Q96N77""",1
"""Q8WXI4""",1
"""P61218""",152
"""P25685""",12
"""Q9UK96""",9
"""Q32MZ4""",11
"""Q8NCW0""",2
"""Q9UJX6""",28
"""Q14CN2""",4
"""Q9H7X3""",1
"""P50458""",3
"""O15270""",1
"""P38570""",1
"""Q5JVG8""",1
"""Q9UBX5""",3
"""O95684""",31
"""Q07864""",24
"""O15264""",1
"""Q9Y3Z3""",1
"""Q9H773""",1
"""Q9H0E7""",1
"""P49459""",5
"""Q9Y3M2""",4
"""Q8WVM8""",3
"""Q06203""",3
"""O95678""",3
"""Q9Y3B2""",4
"""Q13634""",2
"""Q8WUJ3""",1
"""Q99757""",5
"""P48454""",3
"""Q02218""",3
"""Q8IZW8""",1
"""P56749""",1
"""Q96CB9""",1
"""P37059""",1
"""Q8NGV0""",1
"""Q8NH70""",1
"""P58173""",1
"""Q8IZL8""",1
"""Q8NGK0""",1
"""Q9NXH8""",1
"""Q92633""",7
"""Q9Y226""",1
"""Q9NWQ8""",3
"""Q8NC69""",6
"""P01624""",43
"""Q9Y2W7""",1
"""P20648""",1
"""Q9UHD0""",1
"""P48163""",1
"""O43683""",13
"""P15514""",11
"""Q9BVV7""",6
"""Q8NGA5""",1
"""Q8NH79""",1
"""Q8NGK9""",1
"""O15534""",3
"""P11498""",2
"""P78508""",2
"""P30304""",10
"""Q9NTG7""",1
"""O60884""",3
"""P34913""",4
"""P52272""",9
"""P07108""",1
"""O75311""",1
"""P28222""",4
"""Q8N0W4""",7
"""Q8N184""",1
"""Q9NZ20""",3
"""Q8IWA5""",2
"""Q52LJ0""",1
"""A6NJZ3""",1
"""Q8NFI3""",1
"""P13591""",24
"""P00451""",18
"""A8K855""",1
"""Q93070""",1
"""Q5ST30""",1
"""Q9NY15""",1
"""Q02410""",4
"""Q5FWF5""",2
"""Q8NES8""",1
"""Q9NWM0""",1
"""Q9NR28""",7
"""Q9NYV6""",3
"""Q8TB37""",1
"""Q93079""",120
"""P61160""",16
"""P14902""",1
"""O94911""",1
"""Q9H204""",1
"""P29460""",9
"""Q5JUW0""",1
"""Q9BYG5""",1
"""Q96RJ0""",4
"""Q9BZ29""",1
"""Q92729""",1
"""O43155""",1
"""Q96L73""",2
"""O76075""",9
"""P54920""",12
"""Q8WVS4""",4
"""Q96KK3""",1
"""P30505""",16
"""Q9BY15""",3
"""Q9BXP5""",8
"""P46781""",28
"""Q5XXA6""",1
"""Q96DA6""",6
"""P51805""",14
"""Q9UP52""",1
"""Q86TB9""",3
"""Q16851""",1
"""P51795""",1
"""Q8IZJ1""",5
"""O75886""",24
"""Q9Y4Y9""",5
"""Q6PFW1""",2
"""Q9UJ37""",2
"""Q12866""",1
"""P55795""",8
"""Q15154""",22
"""Q13616""",48
"""P55789""",1
"""Q15814""",2
"""P56545""",1
"""Q8NFL0""",2
"""Q15700""",9
"""P56539""",2
"""P57103""",2
"""Q16560""",5
"""Q8NHJ6""",1
"""Q8NGT2""",1
"""P11310""",3
"""Q8IWU4""",1
"""Q9NVG8""",1
"""Q8NGI2""",1
"""P12830""",15
"""Q8NGS6""",1
"""Q9GZT9""",5
"""P30495""",16
"""Q13439""",2
"""P11465""",1
"""Q5T6S3""",1
"""P00736""",7
"""O43665""",1
"""Q7RTR2""",1
"""Q8NEK5""",1
"""Q96GE5""",1
"""A6NHC0""",1
"""P04430""",43
"""Q5TKA1""",11
"""P43234""",3
"""O60674""",129
"""Q9NQX6""",1
"""Q9NR96""",24
"""P20339""",7
"""Q6IQ22""",3
"""P00439""",1
"""O95864""",4
"""P35443""",1
"""P22303""",2
"""Q96MA6""",2
"""Q99943""",1
"""Q13133""",2
"""Q92797""",14
"""P04439""",18
"""Q15544""",27
"""Q8IZL2""",36
"""P31323""",27
"""Q12893""",2
"""P45983""",13
"""O94827""",3
"""Q9UBX8""",5
"""P52758""",1
"""P08133""",1
"""Q17RW2""",14
"""Q8IUA7""",2
"""Q9UBM8""",1
"""Q96QV6""",14
"""O95573""",2
"""Q9Y2W1""",1
"""Q9Y2L1""",4
"""P54368""",2
"""Q9Y375""",5
"""P17948""",2
"""P86397""",1
"""Q8WTS6""",1
"""P49207""",20
"""O00418""",1
"""Q16773""",3
"""P55087""",3
"""O14964""",25
"""Q12788""",1
"""O15033""",3
"""O15054""",4
"""P0C7M3""",4
"""P59768""",69
"""O15027""",3
"""Q9Y276""",1
"""O43572""",1
"""Q8N0Y5""",1
"""Q9P2I0""",14
"""Q9BUT1""",1
"""P21397""",4
"""Q8NGA8""",1
"""P78325""",4
"""Q8NG68""",1
"""P31641""",1
"""Q9NZC2""",13
"""Q3SY77""",1
"""P11387""",1
"""P30307""",12
"""Q8TAQ2""",4
"""P13798""",2
"""Q9NSD5""",1
"""Q9NRX5""",1
"""P15882""",1
"""Q9P2J5""",10
"""P27361""",65
"""P56962""",3
"""O75496""",2
"""Q147X3""",1
"""Q3ZCQ8""",6
"""Q13232""",1
"""Q92896""",1
"""O00622""",1
"""O95822""",3
"""Q96DB2""",2
"""P55291""",8
"""Q5NV80""",35
"""Q86UT6""",2
"""P33947""",9
"""Q9UJU3""",1
"""P46952""",1
"""P07476""",5
"""Q9Y4C0""",11
"""P35557""",6
"""Q9UBU2""",2
"""Q9UBJ2""",2
"""P53582""",1
"""Q9H0W8""",2
"""Q9UBT6""",16
"""P55010""",2
"""Q13907""",1
"""P09086""",7
"""P48556""",4
"""Q9H074""",4
"""P00352""",3
"""Q9UBI6""",69
"""P84085""",10
"""Q8N4A0""",1
"""Q6ZSI9""",1
"""Q86SK9""",1
"""Q6P2D0""",1
"""P10071""",16
"""P30511""",16
"""P31371""",155
"""P51811""",1
"""Q15835""",2
"""O15126""",1
"""Q16695""",49
"""O60476""",4
"""Q15034""",3
"""P10746""",1
"""P10767""",113
"""P0C0L5""",18
"""Q8N3J9""",1
"""P30990""",5
"""Q8N163""",3
"""Q8NH67""",1
"""Q8NGH6""",1
"""Q5EE01""",2
"""Q8TC21""",1
"""Q96AC1""",1
"""Q9P272""",1
"""Q9C037""",3
"""P12236""",5
"""P22735""",5
"""Q6NX49""",1
"""Q96PX8""",1
"""Q08289""",4
"""Q96G01""",2
"""Q92813""",1
"""Q8TAA5""",6
"""Q96FN5""",3
"""P62945""",20
"""Q86UL3""",2
"""Q5VXI9""",1
"""P62258""",35
"""P31749""",64
"""Q9NQZ7""",1
"""P30084""",5
"""Q6ZMJ2""",1
"""P19174""",83
"""Q9UL62""",1
"""Q9UKT6""",9
"""Q9Y5X3""",4
"""Q96ST3""",15
"""Q96T53""",2
"""Q9H1M3""",1
"""O75964""",4
"""Q02539""",3
"""Q8N6M3""",1
"""Q14674""",3
"""P55103""",1
"""P61289""",4
"""Q6ZR52""",1
"""Q8IUC8""",1
"""Q8NBW4""",18
"""Q15418""",8
"""O00585""",5
"""Q5HYK9""",1
"""P01825""",44
"""P49915""",1
"""Q7Z4T8""",1
"""Q8NCG5""",1
"""P01138""",59
"""Q08493""",2
"""P01024""",42
"""P02679""",48
"""Q5T2R2""",1
"""O95639""",16
"""Q495M3""",1
"""Q9BWF2""",3
"""Q8IY57""",3
"""Q5VT97""",1
"""Q5TAQ9""",5
"""Q9NVE7""",1
"""P31152""",3
"""Q8NGQ5""",1
"""Q9UNA0""",4
"""Q9NUN7""",1
"""Q969E1""",1
"""P21283""",4
"""P21964""",3
"""P26012""",3
"""Q8WZA2""",5
"""P51582""",4
"""Q12794""",1
"""P22033""",2
"""Q8TE49""",1
"""Q86VW2""",1
"""P0DJD7""",2
"""Q6ZNJ1""",2
"""P06133""",1
"""Q8IVK1""",1
"""Q9H3Y6""",1
"""Q9ULH0""",5
"""Q6UWL6""",1
"""P15954""",1
"""Q04206""",18
"""Q9HCR9""",2
"""Q99871""",22
"""Q05066""",1
"""Q9Y6K1""",4
"""O43347""",1
"""O95843""",2
"""Q14117""",2
"""O75376""",22
"""Q14773""",1
"""Q8WXG6""",3
"""Q8WWQ2""",1
"""Q15637""",2
"""Q96MI9""",1
"""P55285""",2
"""P17252""",29
"""P08913""",9
"""Q6IQ16""",2
"""P10242""",2
"""O94806""",1
"""Q7Z4L5""",8
"""Q6PI73""",1
"""O15438""",2
"""P01903""",31
"""Q9NPF0""",2
"""O15111""",29
"""O94988""",1
"""Q9NPP4""",1
"""P20813""",13
"""P36957""",3
"""P01893""",17
"""P49327""",4
"""O43296""",1
"""P48436""",2
"""Q6NSJ5""",1
"""O43182""",1
"""Q00722""",11
"""P04181""",2
"""Q8IZK6""",1
"""A6NLF2""",28
"""P38567""",1
"""P04040""",5
"""Q53GS9""",2
"""P50281""",19
"""O60507""",1
"""Q8N9N5""",1
"""P07992""",12
"""P00742""",10
"""P06331""",44
"""P48145""",4
"""Q8NGJ7""",1
"""P18440""",2
"""Q96P63""",1
"""P22105""",2
"""P07711""",10
"""P26927""",4
"""P31947""",10
"""O15516""",20
"""Q5FYB1""",1
"""Q15040""",1
"""O00232""",6
"""Q9UNK4""",6
"""Q8N859""",1
"""Q9UDW1""",1
"""P47890""",1
"""O75506""",2
"""P53004""",1
"""Q7L523""",21
"""Q14003""",1
"""O75475""",13
"""Q96EB1""",1
"""O95255""",1
"""Q9BU19""",1
"""Q96NI8""",1
"""Q14185""",12
"""Q8IV04""",2
"""O95249""",6
"""P28906""",1
"""P56134""",4
"""Q9H974""",1
"""P26599""",9
"""O94905""",18
"""Q13835""",5
"""Q96T68""",1
"""P53675""",20
"""Q9Y5A7""",1
"""Q9Y4K3""",81
"""Q8N6C8""",4
"""O43395""",2
"""Q8WW38""",1
"""Q9BSJ8""",1
"""Q5NV68""",35
"""Q5NV89""",35
"""Q6R6M4""",2
"""P31350""",2
"""P01705""",43
"""Q9Y3U8""",20
"""Q9Y468""",1
"""Q9NWV8""",10
"""O15105""",22
"""Q9UBN4""",1
"""P21589""",4
"""P16455""",2
"""A8MYU2""",1
"""O75023""",1
"""P03971""",1
"""Q9C0H2""",1
"""Q8TD20""",1
"""P17174""",3
"""Q969G2""",1
"""P99999""",10
"""Q8IY63""",4
"""O75694""",35
"""Q13352""",22
"""Q30KQ1""",1
"""Q7Z2W7""",1
"""O75688""",1
"""Q9BVG8""",1
"""Q02809""",1
"""Q15622""",1
"""P40259""",8
"""Q7L591""",2
"""Q9HAV4""",2
"""Q9HBL8""",1
"""P18428""",4
"""P82673""",12
"""Q8IVL6""",2
"""P08559""",4
"""Q9H2W6""",10
"""Q9Y6W6""",2
"""Q7Z7B7""",1
"""Q93091""",2
"""P27448""",33
"""P35749""",10
"""Q9Y6L6""",2
"""Q9Y672""",1
"""Q9NYW2""",4
"""Q7Z6I6""",1
"""Q6P3S1""",3
"""P47884""",1
"""P01222""",7
"""Q8WXI7""",14
"""Q13247""",17
"""O95837""",25
"""Q9Y666""",1
"""Q14767""",1
"""P20132""",1
"""Q13127""",2
"""Q15517""",3
"""O43353""",13
"""Q92600""",2
"""Q6NZI2""",2
"""Q6U841""",1
"""P14923""",7
"""P00367""",4
"""P50452""",1
"""O15318""",18
"""P02778""",4
"""P20807""",1
"""Q96RL1""",10
"""Q9BVI0""",5
"""Q92636""",3
"""P10632""",18
"""P33032""",4
"""Q9BXR6""",1
"""P35251""",50
"""Q9BQI5""",17
"""P24522""",2
"""A6ND01""",1
"""P17081""",7
"""P11678""",1
"""Q9NVC6""",4
"""P13762""",31
"""P51681""",10
"""Q6U736""",4
"""P52566""",2
"""P16050""",11
"""Q6NYC1""",4
"""Q12887""",1
"""Q13451""",5
"""Q6IFH4""",1
"""Q14315""",1
"""O75787""",4
"""Q99460""",5
"""Q01831""",12
"""Q13637""",3
"""P17096""",14
"""Q96JL9""",1
"""P61586""",65
"""Q15061""",1
"""P04637""",123
"""Q9HC52""",8
"""Q16581""",6
"""Q8NH73""",1
"""Q15907""",3
"""Q96BA8""",2
"""Q8NGK3""",1
"""Q2M2I5""",3
"""P08637""",14
"""O14772""",1
"""P26006""",7
"""Q9H4M9""",1
"""P09497""",22
"""P48775""",1
"""P78310""",1
"""O95750""",33
"""Q14872""",2
"""Q9H479""",1
"""P49411""",5
"""P19876""",4
"""O43566""",1
"""Q9NYF0""",1
"""Q92995""",4
"""Q9NR34""",4
"""Q9NQR4""",2
"""Q6NUM9""",1
"""P21580""",12
"""Q8N688""",1
"""Q9NPY3""",4
"""Q9P0J7""",1
"""P41240""",36
"""P43630""",1
"""Q96LB3""",5
"""Q9BYE4""",4
"""O95084""",1
"""O75190""",2
"""Q9BXY4""",3
"""Q9UQ72""",1
"""O95630""",1
"""P30480""",16
"""P13861""",6
"""P51124""",2
"""P12314""",20
"""Q9NPD8""",5
"""P46094""",4
"""Q7Z3Y7""",3
"""Q7Z699""",5
"""Q96Q83""",6
"""Q15940""",1
"""P29475""",4
"""P08034""",3
"""Q9Y2C2""",1
"""Q8WU67""",1
"""O95453""",2
"""P0CG48""",288
"""Q02790""",7
"""Q96BD5""",2
"""Q9H0A8""",14
"""Q13049""",5
"""P04049""",44
"""P35218""",2
"""P56524""",7
"""P43405""",57
"""P39905""",16
"""Q9UNG2""",1
"""P82979""",5
"""P54764""",2
"""Q9Y6X2""",3
"""Q8NGR1""",1
"""P47900""",8
"""Q969W8""",1
"""Q8NGG1""",1
"""Q9Y297""",30
"""Q6NXT4""",1
"""Q15643""",2
"""Q9P2K1""",3
"""Q13418""",2
"""P48067""",1
"""Q6ZVZ8""",8
"""O15444""",5
"""Q9Y6N7""",26
"""P57087""",3
"""Q9NYY3""",2
"""P20933""",1
"""O00189""",2
"""Q5H8A3""",7
"""Q9NRP2""",1
"""Q6PCB0""",1
"""O15303""",4
"""P02763""",3
"""Q9Y5J6""",1
"""O43488""",1
"""A8MTY0""",1
"""P21673""",2
"""Q9H0Y0""",6
"""O43374""",2
"""Q7RTS7""",3
"""P57789""",2
"""O76081""",2
"""Q9BR61""",1
"""Q6I9Y2""",5
"""Q92621""",35
"""P14314""",4
"""Q13061""",1
"""Q5VWC8""",1
"""Q13253""",1
"""P62753""",29
"""P22392""",4
"""Q86VB7""",1
"""P32121""",46
"""Q9UQK1""",8
"""P23142""",4
"""Q9UJ70""",1
"""P08253""",27
"""P60852""",1
"""O75122""",14
"""P32297""",6
"""Q9UBL3""",13
"""P52737""",1
"""O75116""",10
"""Q9UBV7""",1
"""P02538""",3
"""P53597""",2
"""P60903""",1
"""Q99766""",4
"""Q96QI5""",1
"""Q8IYU2""",3
"""Q9UGM3""",1
"""P08949""",4
"""O75818""",1
"""P51888""",7
"""Q8NBV8""",14
"""P09668""",8
"""P27037""",17
"""Q14191""",23
"""Q8N1N4""",3
"""Q15928""",1
"""P19387""",122
"""P23025""",18
"""P08631""",3
"""P30456""",16
"""Q9UIJ7""",1
"""P51570""",1
"""P52434""",152
"""Q96H86""",1
"""Q13505""",1
"""O95243""",5
"""Q9Y264""",1
"""Q8TD17""",1
"""Q16584""",3
"""Q13495""",36
"""P30279""",10
"""P62995""",2
"""O00115""",4
"""Q9HAH1""",1
"""P46940""",32
"""Q5JXX5""",1
"""Q9H488""",1
"""Q9UET6""",2
"""P25025""",5
"""P48664""",2
"""Q13349""",1
"""Q9Y6I3""",22
"""P57054""",1
"""P46439""",1
"""Q30KP8""",1
"""Q6P4F2""",4
"""P01210""",5
"""Q8WWZ4""",2
"""Q08209""",6
"""P02730""",3
"""Q15619""",1
"""A6NH00""",1
"""Q32NB8""",1
"""O43320""",110
"""O15234""",8
"""P01906""",31
